"ENSG00000000003","TSPAN6"
"ENSMUSG00000107839","RP24-392D22.4"
"ENSMUSG00000107840","RP23-320B19.4"
"ENSMUSG00000107841","RP23-258N2.3"
"ENSMUSG00000107842","RP23-435I16.3"
"ENSMUSG00000107844","RP23-365O8.2"
"ENSMUSG00000107845","RP23-233J7.2"
"ENSMUSG00000107846","RP24-430K15.3"
"ENSMUSG00000107847","RP23-374N15.2"
"ENSMUSG00000107848","RP23-145E22.1"
"ENSMUSG00000107849","RP23-4F16.8"
"ENSMUSG00000107850","RP23-234N16.6"
"ENSMUSG00000107851","RP23-412F10.4"
"ENSMUSG00000107852","RP23-88E13.2"
"ENSMUSG00000107853","RP24-409C18.1"
"ENSMUSG00000107854","RP24-346N18.1"
"ENSMUSG00000107855","RP23-322E20.4"
"ENSMUSG00000107856","RP24-322F4.1"
"ENSMUSG00000107857","RP23-304D1.5"
"ENSMUSG00000107858","RP23-477A19.4"
"ENSMUSG00000107859","RP23-381K3.5"
"ENSMUSG00000107861","RP23-477L5.5"
"ENSMUSG00000107862","RP23-449F12.7"
"ENSMUSG00000107863","RP23-177G20.1"
"ENSMUSG00000107864","RP23-142H1.2"
"ENSMUSG00000107865","RP24-108G5.3"
"ENSMUSG00000107866","RP24-127M20.12"
"ENSMUSG00000107867","RP23-356N23.6"
"ENSMUSG00000107868","RP23-46L17.6"
"ENSMUSG00000107869","RP23-133I9.8"
"ENSMUSG00000107870","CH25-241D1.2"
"ENSMUSG00000107872","RP24-127M20.8"
"ENSMUSG00000107873","RP24-363O21.9"
"ENSMUSG00000107874","Prpmp5"
"ENSMUSG00000107875","RP23-205F19.4"
"ENSMUSG00000107876","RP23-281H4.11"
"ENSMUSG00000107877","RP23-207N15.7"
"ENSMUSG00000107878","RP24-87G12.2"
"ENSMUSG00000107879","RP24-363O21.3"
"ENSMUSG00000107880","RP23-325B1.1"
"ENSMUSG00000107881","RP23-380L19.3"
"ENSMUSG00000107882","RP23-274K3.3"
"ENSMUSG00000107883","RP23-42H18.4"
"ENSMUSG00000107884","RP23-334M3.6"
"ENSMUSG00000107885","RP24-576D11.1"
"ENSMUSG00000107886","RP23-172L21.2"
"ENSMUSG00000107887","RP23-25K2.5"
"ENSMUSG00000107888","RP24-319O19.5"
"ENSMUSG00000107889","Olfr440-ps1"
"ENSMUSG00000107890","RP23-407F20.2"
"ENSMUSG00000107891","RP23-330J17.3"
"ENSMUSG00000107892","RP23-200C3.8"
"ENSMUSG00000107893","RP24-176C17.1"
"ENSMUSG00000107894","RP23-214L4.7"
"ENSMUSG00000107895","RP23-472D18.2"
"ENSMUSG00000107896","RP23-214M22.8"
"ENSMUSG00000107898","RP23-301L2.4"
"ENSMUSG00000107899","RP23-296J10.10"
"ENSMUSG00000107900","RP24-222N4.2"
"ENSMUSG00000107901","RP23-354F7.3"
"ENSMUSG00000107902","RP23-473K6.1"
"ENSMUSG00000107903","RP24-195P20.3"
"ENSMUSG00000107904","RP23-233J7.1"
"ENSMUSG00000107905","RP23-320B19.2"
"ENSMUSG00000107906","RP24-228N8.1"
"ENSMUSG00000107907","RP23-249G11.4"
"ENSMUSG00000107908","RP24-358D8.1"
"ENSMUSG00000107909","RP24-441E15.4"
"ENSMUSG00000107911","RP24-200H19.1"
"ENSMUSG00000107913","RP23-411N5.5"
"ENSMUSG00000107914","RP23-441J16.8"
"ENSMUSG00000107915","RP23-27C9.4"
"ENSMUSG00000107916","RP23-83P5.6"
"ENSMUSG00000107917","RP23-178I17.4"
"ENSMUSG00000107918","RP24-407P8.2"
"ENSMUSG00000107919","RP23-62E9.1"
"ENSMUSG00000107920","RP23-272K20.2"
"ENSMUSG00000107921","RP23-266D1.2"
"ENSMUSG00000107922","RP23-100J14.14"
"ENSMUSG00000107923","RP23-406G9.2"
"ENSMUSG00000107924","RP23-401L15.2"
"ENSMUSG00000107925","RP23-100J14.11"
"ENSMUSG00000107926","RP23-252F12.2"
"ENSMUSG00000107927","RP23-435I16.2"
"ENSMUSG00000107928","RP23-4F16.12"
"ENSMUSG00000107929","RP23-102M16.1"
"ENSMUSG00000107930","RP23-444P22.1"
"ENSMUSG00000107931","RP23-64I9.3"
"ENSMUSG00000107932","RP23-288L22.4"
"ENSMUSG00000107933","RP24-303J2.1"
"ENSMUSG00000107934","RP24-222N4.3"
"ENSMUSG00000107935","RP23-199I14.1"
"ENSMUSG00000107936","RP23-78J15.5"
"ENSMUSG00000107937","RP23-89P21.4"
"ENSMUSG00000107938","RP23-460E2.1"
"ENSMUSG00000107940","RP23-60O18.1"
"ENSMUSG00000107941","RP23-97D19.1"
"ENSMUSG00000107942","RP23-44E17.2"
"ENSMUSG00000107943","RP23-235P6.5"
"ENSMUSG00000107944","RP23-337M7.12"
"ENSMUSG00000107945","Rpl7a-ps14"
"ENSMUSG00000107946","RP24-127M20.11"
"ENSMUSG00000107947","RP23-178I17.5"
"ENSMUSG00000107948","RP23-374N15.5"
"ENSMUSG00000107949","RP24-179I4.5"
"ENSMUSG00000107950","RP23-421B1.2"
"ENSMUSG00000107951","RP24-407P8.1"
"ENSMUSG00000107952","RP23-315F23.1"
"ENSMUSG00000107953","RP23-408F4.1"
"ENSMUSG00000107954","RP23-25K2.4"
"ENSMUSG00000107955","RP23-446O17.5"
"ENSMUSG00000107956","CAAA01093181.1"
"ENSMUSG00000107957","RP23-353I2.2"
"ENSMUSG00000107959","RP23-322E20.7"
"ENSMUSG00000107960","RP24-97C18.6"
"ENSMUSG00000107961","RP23-20K24.11"
"ENSMUSG00000107962","RP23-83P5.5"
"ENSMUSG00000107964","RP23-359M3.6"
"ENSMUSG00000107965","RP23-402K14.10"
"ENSMUSG00000107966","RP23-82I13.6"
"ENSMUSG00000107967","RP23-145L9.9"
"ENSMUSG00000107968","RP23-263D5.5"
"ENSMUSG00000107969","RP24-314D22.2"
"ENSMUSG00000107970","RP23-355N5.6"
"ENSMUSG00000107971","RP23-259J8.5"
"ENSMUSG00000107972","RP24-364D22.3"
"ENSMUSG00000107973","RP24-346C2.2"
"ENSMUSG00000107975","RP24-377D18.8"
"ENSMUSG00000107976","CH25-625A20.2"
"ENSMUSG00000107977","RP23-353M17.4"
"ENSMUSG00000107978","RP23-210L10.3"
"ENSMUSG00000107979","RP23-113N18.1"
"ENSMUSG00000107980","RP23-464B17.6"
"ENSMUSG00000107981","RP24-186O21.1"
"ENSMUSG00000107982","RP23-267G12.1"
"ENSMUSG00000107983","RP23-128E9.1"
"ENSMUSG00000107984","RP23-446E21.4"
"ENSMUSG00000107985","RP23-449F12.9"
"ENSMUSG00000107986","Olfr454-ps1"
"ENSMUSG00000107987","RP23-480H24.3"
"ENSMUSG00000107988","RP24-174O2.7"
"ENSMUSG00000107989","RP24-88B16.2"
"ENSMUSG00000107990","RP23-326P16.4"
"ENSMUSG00000107991","RP24-327I4.5"
"ENSMUSG00000107992","RP24-530N5.5"
"ENSMUSG00000107993","RP23-210L10.1"
"ENSMUSG00000107994","RP24-179I4.3"
"ENSMUSG00000107995","RP23-402K14.8"
"ENSMUSG00000107996","RP23-320B19.1"
"ENSMUSG00000107997","RP23-336I5.8"
"ENSMUSG00000107998","RP23-111F17.3"
"ENSMUSG00000107999","RP24-218I17.4"
"ENSMUSG00000108000","RP23-249G11.3"
"ENSMUSG00000108002","RP23-287N15.1"
"ENSMUSG00000108003","RP24-89H23.1"
"ENSMUSG00000108004","RP23-203F1.2"
"ENSMUSG00000108005","RP23-178I17.2"
"ENSMUSG00000108006","RP23-341J13.4"
"ENSMUSG00000108007","RP23-183I4.2"
"ENSMUSG00000108008","RP24-229C13.4"
"ENSMUSG00000108009","RP23-234C22.2"
"ENSMUSG00000108010","RP23-74G1.5"
"ENSMUSG00000108011","RP23-114E15.17"
"ENSMUSG00000108012","RP24-137B5.2"
"ENSMUSG00000108013","RP23-265P8.5"
"ENSMUSG00000108014","RP23-447L9.2"
"ENSMUSG00000108015","RP23-81F19.1"
"ENSMUSG00000108016","RP24-238J9.4"
"ENSMUSG00000108017","RP23-235P6.7"
"ENSMUSG00000108018","RP23-337M7.11"
"ENSMUSG00000108019","RP24-114M8.6"
"ENSMUSG00000108020","RP23-88E13.3"
"ENSMUSG00000108021","RP23-328I7.5"
"ENSMUSG00000108022","RP23-78P7.2"
"ENSMUSG00000108023","RP23-422D16.1"
"ENSMUSG00000108024","RP24-430K15.4"
"ENSMUSG00000108025","RP24-434O21.3"
"ENSMUSG00000108026","RP24-174O2.8"
"ENSMUSG00000108027","RP23-77I23.1"
"ENSMUSG00000108028","RP23-329J17.1"
"ENSMUSG00000108029","Olfr1556-ps1"
"ENSMUSG00000108030","RP23-374K9.4"
"ENSMUSG00000108032","Olfr210-ps1"
"ENSMUSG00000108033","RP23-329D23.8"
"ENSMUSG00000108034","RP23-130D15.6"
"ENSMUSG00000108035","RP23-251M14.4"
"ENSMUSG00000108036","RP23-92M3.3"
"ENSMUSG00000108038","RP24-195P20.2"
"ENSMUSG00000108039","RP24-85F2.2"
"ENSMUSG00000108040","RP23-58O24.2"
"ENSMUSG00000108041","RP24-346C2.7"
"ENSMUSG00000108042","RP23-4F16.14"
"ENSMUSG00000108043","Zim3"
"ENSMUSG00000108044","RP24-364D22.7"
"ENSMUSG00000108045","RP24-278I6.1"
"ENSMUSG00000108046","RP23-318B18.1"
"ENSMUSG00000108047","RP23-78J15.7"
"ENSMUSG00000108048","RP23-318B18.2"
"ENSMUSG00000108049","RP23-226O20.9"
"ENSMUSG00000108050","RP24-336G3.1"
"ENSMUSG00000108052","RP23-9E15.1"
"ENSMUSG00000108053","RP24-317F6.7"
"ENSMUSG00000108054","RP24-377D18.3"
"ENSMUSG00000108055","RP23-172L21.1"
"ENSMUSG00000108056","RP24-279P24.1"
"ENSMUSG00000108057","RP23-52D17.5"
"ENSMUSG00000108058","Olfr451-ps1"
"ENSMUSG00000108059","RP23-20K24.6"
"ENSMUSG00000108060","RP23-382G13.1"
"ENSMUSG00000108062","RP23-472D18.5"
"ENSMUSG00000108063","RP23-287D23.1"
"ENSMUSG00000108064","RP23-4F16.11"
"ENSMUSG00000108065","RP24-377D18.7"
"ENSMUSG00000108066","RP23-442G17.1"
"ENSMUSG00000108067","RP23-296N5.3"
"ENSMUSG00000108068","RP23-133M12.5"
"ENSMUSG00000108069","RP24-235G23.1"
"ENSMUSG00000108070","RP23-477A19.2"
"ENSMUSG00000108071","RP23-114F22.2"
"ENSMUSG00000108072","RP23-271E2.1"
"ENSMUSG00000108073","RP23-253C24.8"
"ENSMUSG00000108074","RP24-88B16.3"
"ENSMUSG00000108075","RP24-492L15.5"
"ENSMUSG00000108076","RP23-296N5.4"
"ENSMUSG00000108077","RP23-178I17.1"
"ENSMUSG00000108078","RP23-374N15.1"
"ENSMUSG00000108079","RP23-4F16.6"
"ENSMUSG00000108080","RP24-179P9.2"
"ENSMUSG00000108081","RP23-415I19.4"
"ENSMUSG00000108082","RP23-12A18.6"
"ENSMUSG00000108083","Mug4-ps"
"ENSMUSG00000108084","RP24-315D19.10"
"ENSMUSG00000108085","RP24-392D22.3"
"ENSMUSG00000108086","RP23-111G16.6"
"ENSMUSG00000108087","RP23-120I17.2"
"ENSMUSG00000108088","RP24-385J11.1"
"ENSMUSG00000108089","RP24-576D11.2"
"ENSMUSG00000108090","RP23-21F2.5"
"ENSMUSG00000108091","RP23-460M18.1"
"ENSMUSG00000108092","RP23-461C23.2"
"ENSMUSG00000108093","RP24-401P10.1"
"ENSMUSG00000108094","RP23-91C8.1"
"ENSMUSG00000108095","RP24-127M20.7"
"ENSMUSG00000108096","RP23-381F7.6"
"ENSMUSG00000108097","RP23-9E15.3"
"ENSMUSG00000108098","RP24-79H20.2"
"ENSMUSG00000108099","RP23-128D23.8"
"ENSMUSG00000108100","RP24-402E22.1"
"ENSMUSG00000108101","RP23-14P17.5"
"ENSMUSG00000108102","RP23-140M6.3"
"ENSMUSG00000108103","RP23-418F10.1"
"ENSMUSG00000108104","RP23-258B18.1"
"ENSMUSG00000108105","CAAA01093158.1"
"ENSMUSG00000108106","RP23-421B1.4"
"ENSMUSG00000108107","RP24-327I4.7"
"ENSMUSG00000108108","RP23-359M3.4"
"ENSMUSG00000108109","RP23-177J21.15"
"ENSMUSG00000108110","RP23-217A6.1"
"ENSMUSG00000108111","RP24-457L7.3"
"ENSMUSG00000108112","RP24-491O6.1"
"ENSMUSG00000108113","Zim2"
"ENSMUSG00000108114","Olfr800"
"ENSMUSG00000108115","RP24-470M22.14"
"ENSMUSG00000108117","RP23-118E20.7"
"ENSMUSG00000108118","RP24-475M20.2"
"ENSMUSG00000108119","RP24-476C7.2"
"ENSMUSG00000108120","RP23-4F16.10"
"ENSMUSG00000108121","RP23-174M4.2"
"ENSMUSG00000108122","RP24-201D17.2"
"ENSMUSG00000108123","RP24-229C13.1"
"ENSMUSG00000108124","RP23-354G20.10"
"ENSMUSG00000108125","RP23-259J8.4"
"ENSMUSG00000108126","RP24-238C11.4"
"ENSMUSG00000108127","RP23-99G21.4"
"ENSMUSG00000108128","RP23-238K12.1"
"ENSMUSG00000108129","RP23-402K14.12"
"ENSMUSG00000108130","RP24-315D19.6"
"ENSMUSG00000108131","RP23-145J9.13"
"ENSMUSG00000108132","RP23-322E20.8"
"ENSMUSG00000108134","RP23-227N23.15"
"ENSMUSG00000108135","RP24-238J9.5"
"ENSMUSG00000108137","RP23-392K24.5"
"ENSMUSG00000108138","RP24-171J16.4"
"ENSMUSG00000108139","RP23-130F23.1"
"ENSMUSG00000108140","RP23-248L4.6"
"ENSMUSG00000108141","RP23-119D13.4"
"ENSMUSG00000108142","RP23-100I21.8"
"ENSMUSG00000108143","RP23-341J13.2"
"ENSMUSG00000108144","RP24-444P19.2"
"ENSMUSG00000108145","RP24-378N16.1"
"ENSMUSG00000108146","RP24-133O13.1"
"ENSMUSG00000108147","RP24-446A8.1"
"ENSMUSG00000108148","RP23-251M14.5"
"ENSMUSG00000108149","Olfr439-ps1"
"ENSMUSG00000108150","RP23-115M13.4"
"ENSMUSG00000108151","RP23-191I2.3"
"ENSMUSG00000108152","RP24-467O4.4"
"ENSMUSG00000108153","RP23-460N4.2"
"ENSMUSG00000108154","RP23-392K24.8"
"ENSMUSG00000108155","RP23-480I16.2"
"ENSMUSG00000108156","Olfr326-ps1"
"ENSMUSG00000108157","Olrf445-ps1"
"ENSMUSG00000108158","RP24-239L16.3"
"ENSMUSG00000108160","RP23-353I2.1"
"ENSMUSG00000108161","CAAA01219085.1"
"ENSMUSG00000108162","RP23-103G18.8"
"ENSMUSG00000108163","RP23-240C17.3"
"ENSMUSG00000108164","RP24-365K16.3"
"ENSMUSG00000108166","RP23-246J18.5"
"ENSMUSG00000108167","Olfr1386"
"ENSMUSG00000108168","RP23-81K19.4"
"ENSMUSG00000108169","RP24-532I24.2"
"ENSMUSG00000108170","RP23-92M3.4"
"ENSMUSG00000108171","RP23-259J8.9"
"ENSMUSG00000108172","RP23-196D12.1"
"ENSMUSG00000108173","RP23-93A21.1"
"ENSMUSG00000108174","RP23-183I4.1"
"ENSMUSG00000108175","RP23-446E21.5"
"ENSMUSG00000108176","RP23-114E15.18"
"ENSMUSG00000108177","RP23-461C23.1"
"ENSMUSG00000108178","RP24-472K15.1"
"ENSMUSG00000108179","RP23-200M5.8"
"ENSMUSG00000108180","RP24-480I7.1"
"ENSMUSG00000108181","RP23-370A2.5"
"ENSMUSG00000108183","RP23-21F2.6"
"ENSMUSG00000108184","RP24-180C9.3"
"ENSMUSG00000108185","RP24-231N5.1"
"ENSMUSG00000108186","RP23-361L1.1"
"ENSMUSG00000108187","RP24-67N3.4"
"ENSMUSG00000108188","RP24-204J8.5"
"ENSMUSG00000108189","RP23-411N5.1"
"ENSMUSG00000108190","RP23-62E15.1"
"ENSMUSG00000108191","RP23-171B16.5"
"ENSMUSG00000108192","RP24-89H23.2"
"ENSMUSG00000108193","Olfr442-ps1"
"ENSMUSG00000108194","RP23-436D14.5"
"ENSMUSG00000108195","RP24-108G5.5"
"ENSMUSG00000108196","RP23-246J18.4"
"ENSMUSG00000108197","RP23-20K24.10"
"ENSMUSG00000108198","RP23-148H17.4"
"ENSMUSG00000108199","RP23-248L4.8"
"ENSMUSG00000108200","RP24-238C11.5"
"ENSMUSG00000108201","RP24-372I6.1"
"ENSMUSG00000108202","RP23-436D14.8"
"ENSMUSG00000108203","RP23-441G5.1"
"ENSMUSG00000108204","RP23-5D6.7"
"ENSMUSG00000108205","RP23-44E17.3"
"ENSMUSG00000108206","RP24-92L16.5"
"ENSMUSG00000108207","RP23-134H19.4"
"ENSMUSG00000108208","RP23-82B24.2"
"ENSMUSG00000108209","RP23-5F24.9"
"ENSMUSG00000108210","RP23-42H18.5"
"ENSMUSG00000108211","RP24-419M4.2"
"ENSMUSG00000108212","RP23-267E11.5"
"ENSMUSG00000108213","RP24-419M4.4"
"ENSMUSG00000108214","RP23-434H14.8"
"ENSMUSG00000108215","RP24-204J8.4"
"ENSMUSG00000108216","RP24-467O4.3"
"ENSMUSG00000108217","RP23-261F17.2"
"ENSMUSG00000108218","Olfr1372-ps1"
"ENSMUSG00000108219","RP24-266P6.3"
"ENSMUSG00000108220","RP24-363O21.5"
"ENSMUSG00000108221","RP23-83N10.3"
"ENSMUSG00000108222","RP23-170M6.2"
"ENSMUSG00000108223","RP23-406G9.1"
"ENSMUSG00000108224","RP23-16B4.1"
"ENSMUSG00000108225","RP23-186F2.1"
"ENSMUSG00000108226","RP23-339J7.2"
"ENSMUSG00000108227","RP23-226O20.10"
"ENSMUSG00000108228","RP23-132J21.5"
"ENSMUSG00000108229","RP23-330J17.2"
"ENSMUSG00000108230","RP23-263D5.6"
"ENSMUSG00000108231","RP23-263B18.5"
"ENSMUSG00000108232","RP23-259J8.8"
"ENSMUSG00000108233","RP23-45G16.12"
"ENSMUSG00000108234","RP24-359O2.8"
"ENSMUSG00000108235","RP23-298B23.7"
"ENSMUSG00000108236","RP24-83C9.5"
"ENSMUSG00000108237","RP24-369J3.1"
"ENSMUSG00000108238","RP23-434H14.7"
"ENSMUSG00000108239","RP23-171B16.2"
"ENSMUSG00000108240","RP23-410I24.3"
"ENSMUSG00000108241","RP23-421B1.3"
"ENSMUSG00000108242","RP24-136N24.1"
"ENSMUSG00000108244","RP24-496L23.1"
"ENSMUSG00000108245","Prb3-ps"
"ENSMUSG00000108246","RP24-494L9.2"
"ENSMUSG00000108247","RP24-127E16.1"
"ENSMUSG00000108248","RP23-171B16.3"
"ENSMUSG00000108249","RP23-170M6.3"
"ENSMUSG00000108250","Tas2r111-ps2"
"ENSMUSG00000108251","RP23-78J15.3"
"ENSMUSG00000108252","RP23-263D5.8"
"ENSMUSG00000108253","Olfr1542-ps1"
"ENSMUSG00000108254","RP24-441E15.5"
"ENSMUSG00000108255","RP23-446E21.6"
"ENSMUSG00000108256","RP23-157G22.2"
"ENSMUSG00000108257","RP23-336I5.10"
"ENSMUSG00000108258","RP24-325P20.7"
"ENSMUSG00000108259","RP24-364D22.4"
"ENSMUSG00000108260","RP23-328I7.4"
"ENSMUSG00000108261","Tas2r146-ps1"
"ENSMUSG00000108262","RP23-81K19.1"
"ENSMUSG00000108263","RP23-110A19.3"
"ENSMUSG00000108264","RP23-320B19.3"
"ENSMUSG00000108265","Olfr318"
"ENSMUSG00000108266","RP23-64D14.4"
"ENSMUSG00000108267","RP23-114E15.12"
"ENSMUSG00000108268","RP23-158G17.1"
"ENSMUSG00000108269","RP23-406J21.2"
"ENSMUSG00000108270","RP23-109C11.1"
"ENSMUSG00000108271","RP24-457L7.4"
"ENSMUSG00000108272","RP23-126N22.3"
"ENSMUSG00000108274","RP24-183K24.2"
"ENSMUSG00000108275","RP23-205F19.5"
"ENSMUSG00000108276","RP23-200M5.6"
"ENSMUSG00000108278","RP23-402P24.6"
"ENSMUSG00000108279","RP23-248L4.5"
"ENSMUSG00000108280","RP24-363O21.6"
"ENSMUSG00000108282","RP24-440E3.4"
"ENSMUSG00000108283","RP23-13A15.8"
"ENSMUSG00000108284","RP23-13A21.4"
"ENSMUSG00000108285","RP23-64M7.4"
"ENSMUSG00000108286","RP24-68J1.1"
"ENSMUSG00000108287","RP24-364D22.2"
"ENSMUSG00000108288","RP23-436D14.7"
"ENSMUSG00000108289","RP23-322E20.9"
"ENSMUSG00000108290","RP23-336I5.4"
"ENSMUSG00000108291","RP23-20K24.9"
"ENSMUSG00000108292","RP23-265P8.4"
"ENSMUSG00000108293","Pla2g4c-ps"
"ENSMUSG00000108294","RP23-77B7.1"
"ENSMUSG00000108295","RP24-434O21.2"
"ENSMUSG00000108296","RP23-373P9.1"
"ENSMUSG00000108297","RP23-392K24.6"
"ENSMUSG00000108298","RP24-315D19.3"
"ENSMUSG00000108299","RP23-120I17.1"
"ENSMUSG00000108300","RP23-298C3.12"
"ENSMUSG00000108301","RP23-361A18.6"
"ENSMUSG00000108302","RP24-158L15.2"
"ENSMUSG00000108303","RP23-174K7.1"
"ENSMUSG00000108304","RP23-421O10.3"
"ENSMUSG00000108305","RP23-64D23.10"
"ENSMUSG00000108306","RP24-68L4.6"
"ENSMUSG00000108307","Ceacam-ps1"
"ENSMUSG00000108308","RP23-292C5.4"
"ENSMUSG00000108309","RP23-353F16.4"
"ENSMUSG00000108310","RP24-191L21.2"
"ENSMUSG00000108311","RP23-32A8.8"
"ENSMUSG00000108312","RP23-396C19.6"
"ENSMUSG00000108313","RP23-387F1.6"
"ENSMUSG00000108314","RP23-73F23.5"
"ENSMUSG00000108315","RP24-160N8.1"
"ENSMUSG00000108316","RP24-490A22.4"
"ENSMUSG00000108317","RP23-385F8.1"
"ENSMUSG00000108318","RP23-207N5.3"
"ENSMUSG00000108319","RP23-8I8.2"
"ENSMUSG00000108320","RP23-179K11.10"
"ENSMUSG00000108321","RP23-362F15.1"
"ENSMUSG00000108322","RP23-455C13.7"
"ENSMUSG00000108323","RP23-361A18.5"
"ENSMUSG00000108324","RP24-402J3.1"
"ENSMUSG00000108325","RP23-154P9.3"
"ENSMUSG00000108326","RP23-154P9.2"
"ENSMUSG00000108327","RP23-142A14.12"
"ENSMUSG00000108328","RP23-361A18.10"
"ENSMUSG00000108329","RP24-136L4.3"
"ENSMUSG00000108330","RP23-270L5.2"
"ENSMUSG00000108331","RP24-138O17.5"
"ENSMUSG00000108332","RP23-89C10.2"
"ENSMUSG00000108333","RP23-338G5.2"
"ENSMUSG00000108334","RP23-470P9.1"
"ENSMUSG00000108335","RP23-292C5.3"
"ENSMUSG00000108336","Olfr163-ps1"
"ENSMUSG00000108337","RP23-32A8.12"
"ENSMUSG00000108338","RP23-128D11.6"
"ENSMUSG00000108339","Klk1b28-ps"
"ENSMUSG00000108340","RP23-229O20.6"
"ENSMUSG00000108341","RP23-352D23.1"
"ENSMUSG00000108342","RP23-174D7.3"
"ENSMUSG00000108343","RP23-312I2.4"
"ENSMUSG00000108344","RP23-276L17.3"
"ENSMUSG00000108345","RP24-136L4.4"
"ENSMUSG00000108346","RP23-143J24.5"
"ENSMUSG00000108347","RP23-310N5.2"
"ENSMUSG00000108348","RP23-391I5.5"
"ENSMUSG00000108349","RP24-503J9.2"
"ENSMUSG00000108350","RP24-174G2.1"
"ENSMUSG00000108351","RP23-11L1.4"
"ENSMUSG00000108352","RP23-358K1.5"
"ENSMUSG00000108353","RP24-144C5.1"
"ENSMUSG00000108354","RP23-144N15.8"
"ENSMUSG00000108355","RP24-416M6.3"
"ENSMUSG00000108356","RP23-276L17.2"
"ENSMUSG00000108357","RP23-421P23.2"
"ENSMUSG00000108358","RP23-181P23.1"
"ENSMUSG00000108359","RP23-335G1.4"
"ENSMUSG00000108360","RP23-26A14.4"
"ENSMUSG00000108361","RP23-222G6.4"
"ENSMUSG00000108362","RP24-548A15.3"
"ENSMUSG00000108363","RP23-292M1.1"
"ENSMUSG00000108364","RP24-269A16.8"
"ENSMUSG00000108365","RP24-174G2.2"
"ENSMUSG00000108366","RP24-490A22.9"
"ENSMUSG00000108367","RP24-158L15.3"
"ENSMUSG00000108368","RP23-335C3.10"
"ENSMUSG00000108370","RP24-490A22.8"
"ENSMUSG00000108371","RP24-416M6.5"
"ENSMUSG00000108372","RP23-312I2.6"
"ENSMUSG00000108373","RP23-207N5.5"
"ENSMUSG00000108374","RP24-138O17.4"
"ENSMUSG00000108375","RP23-470G18.3"
"ENSMUSG00000108376","RP23-78H9.2"
"ENSMUSG00000108377","RP24-168I21.1"
"ENSMUSG00000108378","RP23-356A20.1"
"ENSMUSG00000108379","RP23-370I17.3"
"ENSMUSG00000108380","Olfr737-ps1"
"ENSMUSG00000108381","RP23-200D13.1"
"ENSMUSG00000108382","RP23-421P23.4"
"ENSMUSG00000108383","RP24-136L4.2"
"ENSMUSG00000108384","RP24-313L21.2"
"ENSMUSG00000108385","RP23-53O7.1"
"ENSMUSG00000108387","RP23-24N16.5"
"ENSMUSG00000108388","RP23-172P1.1"
"ENSMUSG00000108389","RP23-423P21.1"
"ENSMUSG00000108390","RP23-38E14.2"
"ENSMUSG00000108391","RP23-445E20.7"
"ENSMUSG00000108392","RP23-179K11.3"
"ENSMUSG00000108393","RP23-402A4.1"
"ENSMUSG00000108394","RP24-333B11.4"
"ENSMUSG00000108395","RP23-472J11.11"
"ENSMUSG00000108396","RP23-478L20.1"
"ENSMUSG00000108397","RP23-396C19.5"
"ENSMUSG00000108398","RP23-354H24.9"
"ENSMUSG00000108400","Klk1b14-ps"
"ENSMUSG00000108401","RP24-200F21.1"
"ENSMUSG00000108402","RP23-325D10.4"
"ENSMUSG00000108403","RP23-361A18.13"
"ENSMUSG00000108404","RP24-300N16.5"
"ENSMUSG00000108405","RP23-473E20.4"
"ENSMUSG00000108406","Klk1b15-ps"
"ENSMUSG00000108407","RP24-178G20.1"
"ENSMUSG00000108409","RP23-166E8.2"
"ENSMUSG00000108410","RP24-63B10.1"
"ENSMUSG00000108411","RP23-74K24.10"
"ENSMUSG00000108412","RP23-235M8.4"
"ENSMUSG00000108413","RP23-432D9.7"
"ENSMUSG00000108414","Snhg1"
"ENSMUSG00000108415","RP24-191C15.5"
"ENSMUSG00000108416","RP24-192F23.1"
"ENSMUSG00000108417","RP23-407J24.3"
"ENSMUSG00000108418","RP23-387F1.5"
"ENSMUSG00000108419","RP23-370I17.4"
"ENSMUSG00000108420","RP23-407J24.5"
"ENSMUSG00000108421","RP23-212H18.4"
"ENSMUSG00000108422","RP23-84M17.6"
"ENSMUSG00000108423","RP23-421P23.9"
"ENSMUSG00000108424","RP24-572G2.1"
"ENSMUSG00000108425","RP24-173K12.5"
"ENSMUSG00000108426","Olfr465-ps1"
"ENSMUSG00000108427","RP24-462O14.3"
"ENSMUSG00000108428","RP24-576D1.5"
"ENSMUSG00000108429","RP24-316O13.2"
"ENSMUSG00000108430","RP24-300N16.1"
"ENSMUSG00000108431","RP23-267I20.3"
"ENSMUSG00000108432","RP23-361A18.4"
"ENSMUSG00000108433","RP23-275H16.2"
"ENSMUSG00000108434","RP23-291B1.2"
"ENSMUSG00000108435","RP23-60P18.10"
"ENSMUSG00000108436","RP23-137A24.6"
"ENSMUSG00000108437","RP24-144C5.3"
"ENSMUSG00000108438","RP23-74K24.5"
"ENSMUSG00000108440","Klk1b19-ps"
"ENSMUSG00000108441","RP24-549B12.4"
"ENSMUSG00000108442","RP23-473E20.3"
"ENSMUSG00000108443","RP23-181P23.2"
"ENSMUSG00000108444","Klk2-ps"
"ENSMUSG00000108445","RP24-531C7.1"
"ENSMUSG00000108446","RP23-367H8.4"
"ENSMUSG00000108447","RP24-67F19.7"
"ENSMUSG00000108448","RP23-235M8.7"
"ENSMUSG00000108449","RP23-143J24.4"
"ENSMUSG00000108450","RP24-398A1.2"
"ENSMUSG00000108451","Olfr185-ps1"
